,0,1,2,3,4
NonCurrentDeferredTaxesLiabilities,2899000000.0,2876000000.0,2852000000.0,2835000000.0,2522000000.0
LongTermDebtAndCapitalLeaseObligation,48126000000.0,52770000000.0,52724000000.0,57589000000.0,57568000000.0
LongTermCapitalLeaseObligation,16703000000.0,17345000000.0,17348000000.0,17437000000.0,17686000000.0
LongTermDebt,31423000000.0,35425000000.0,35376000000.0,40152000000.0,39882000000.0
CurrentLiabilities,136661000000.0,130005000000.0,134996000000.0,141218000000.0,114206000000.0
OtherCurrentLiabilities,24552000000.0,24311000000.0,22741000000.0,25020000000.0,22937000000.0
CurrentDeferredLiabilities,50924000000.0,51376000000.0,58987000000.0,64555000000.0,44636000000.0
CurrentDeferredRevenue,50924000000.0,51376000000.0,58987000000.0,64555000000.0,44636000000.0
CurrentDebtAndCapitalLeaseObligation,8839000000.0,4837000000.0,7832000000.0,2999000000.0,2999000000.0
CurrentDebt,8839000000.0,4837000000.0,7832000000.0,2999000000.0,2999000000.0
OtherCurrentBorrowings,,,,2999000000.0,2999000000.0
CommercialPaper,,,,0.0,0.0
PensionandOtherPostRetirementBenefitPlansCurrent,11270000000.0,10103000000.0,9201000000.0,13709000000.0,10579000000.0
PayablesAndAccruedExpenses,41076000000.0,39378000000.0,36235000000.0,34935000000.0,33055000000.0
Payables,41076000000.0,39378000000.0,36235000000.0,34935000000.0,33055000000.0
TotalTaxPayable,3563000000.0,2050000000.0,3655000000.0,7211000000.0,6805000000.0
IncomeTaxPayable,3563000000.0,2050000000.0,3655000000.0,7211000000.0,6805000000.0
AccountsPayable,37513000000.0,37328000000.0,32580000000.0,27724000000.0,26250000000.0
TotalAssets,694228000000.0,665302000000.0,636351000000.0,619003000000.0,562624000000.0
TotalNonCurrentAssets,518899000000.0,485112000000.0,447285000000.0,427872000000.0,405980000000.0
OtherNonCurrentAssets,38599000000.0,37770000000.0,39435000000.0,40565000000.0,38234000000.0
FinancialAssets,0.0,0.0,1182000000.0,272000000.0,273000000.0
InvestmentsAndAdvances,33683000000.0,21202000000.0,10283000000.0,15133000000.0,15762000000.0
InvestmentinFinancialAssets,33683000000.0,21202000000.0,10283000000.0,2460000000.0,2275000000.0
AvailableForSaleSecurities,10346000000.0,1620000000.0,2510000000.0,2460000000.0,2275000000.0
FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,23337000000.0,19582000000.0,7773000000.0,,
LongTermEquityInvestment,,,,12673000000.0,13487000000.0
GoodwillAndOtherIntangibleAssets,138986000000.0,139911000000.0,140733000000.0,142113000000.0,143297000000.0
OtherIntangibleAssets,19325000000.0,20289000000.0,21236000000.0,22604000000.0,23968000000.0
Goodwill,119661000000.0,119622000000.0,119497000000.0,119509000000.0,119329000000.0
NetPPE,307631000000.0,286229000000.0,255652000000.0,229789000000.0,208414000000.0
AccumulatedDepreciation,-111723000000.0,-104950000000.0,-98880000000.0,-93653000000.0,-87074000000.0
GrossPPE,419354000000.0,391179000000.0,354532000000.0,323442000000.0,295488000000.0
Leases,15444000000.0,14500000000.0,13610000000.0,12117000000.0,
OtherProperties,24403000000.0,25103000000.0,24791000000.0,24823000000.0,295488000000.0
MachineryFurnitureEquipment,197434000000.0,177892000000.0,154248000000.0,139243000000.0,
BuildingsAndImprovements,172260000000.0,163986000000.0,152433000000.0,137921000000.0,
LandAndImprovements,9813000000.0,9698000000.0,9450000000.0,9338000000.0,
Properties,0.0,0.0,0.0,0.0,
CurrentAssets,175329000000.0,180190000000.0,189066000000.0,191131000000.0,156644000000.0
OtherCurrentAssets,35797000000.0,33134000000.0,33030000000.0,25723000000.0,24478000000.0
HedgingAssetsCurrent,44000000.0,6000000.0,7000000.0,10000000.0,6000000.0
Inventory,1219000000.0,1059000000.0,1130000000.0,938000000.0,848000000.0
FinishedGoods,,,,,508000000.0
WorkInProcess,,,,,13000000.0
RawMaterials,,,,,327000000.0
Receivables,60041000000.0,56535000000.0,52894000000.0,69905000000.0,51700000000.0
AccountsReceivable,60041000000.0,56535000000.0,52894000000.0,69905000000.0,51700000000.0
AllowanceForDoubtfulAccountsReceivable,-794000000.0,-729000000.0,-687000000.0,-944000000.0,-695000000.0
GrossAccountsReceivable,60835000000.0,57264000000.0,53581000000.0,70849000000.0,52395000000.0
CashCashEquivalentsAndShortTermInvestments,78228000000.0,89456000000.0,102005000000.0,94555000000.0,79612000000.0
OtherShortTermInvestments,46123000000.0,65160000000.0,73156000000.0,64313000000.0,50784000000.0
CashAndCashEquivalents,32105000000.0,24296000000.0,28849000000.0,30242000000.0,28828000000.0
CashEquivalents,19374000000.0,14075000000.0,17483000000.0,18531000000.0,18148000000.0
CashFinancial,12731000000.0,10221000000.0,11366000000.0,11711000000.0,10680000000.0
asOfDate,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
